ID;LIMIT_BAL;SEX;EDUCATION;MARRIAGE;AGE;PAY_1;PAY_2;PAY_3;PAY_4;PAY_5;PAY_6;BILL_AMT1;BILL_AMT2;BILL_AMT3;BILL_AMT4;BILL_AMT5;BILL_AMT6;PAY_AMT1;PAY_AMT2;PAY_AMT3;PAY_AMT4;PAY_AMT5;PAY_AMT6;DEF
5699;200000;2;1;2;26;0;0;0;0;0;0;121830;91216;93099;94949;96929;98909;3311;3400;3400;3512;3586;3148;
5707;350000;2;1;3;48;-1;-1;-1;-1;-1;-1;181212;6021;154505;19653;26963;55533;6046;157181;19751;27070;55613;11811;
5716;280000;2;2;2;35;-2;-2;-2;-2;-2;-2;1616;1198;494;698;1233;5080;1198;494;698;1233;5080;17095;
5727;120000;2;2;3;37;2;2;2;2;2;2;26446;27719;27570;28318;29217;28598;2000;600;1500;1500;0;1056;
5728;180000;1;1;1;49;0;0;0;0;0;0;63444;65420;67722;70970;72670;76444;3000;4000;5000;3000;5000;5000;
5729;380000;1;3;2;33;-1;-1;-1;-1;-1;-1;2989;3731;3003;69127;33815;115854;3742;3012;69294;33827;115860;64486;
5732;200000;2;1;2;48;-2;-2;-2;-1;2;2;0;0;0;5000;5000;0;0;0;5000;0;0;0;
5737;90000;2;2;1;35;2;0;0;0;0;2;63426;57922;55010;52540;56236;40922;2700;2500;1900;4600;0;1600;
5740;150000;2;3;1;34;0;0;0;0;0;0;112391;98583;95810;87216;88201;87483;5000;4000;4000;3290;3200;3215;
5746;210000;2;1;2;27;0;0;0;0;0;0;15663;8513;8607;9137;10637;3443;1500;1006;1500;1500;2600;99;
5750;160000;2;1;2;30;-1;-1;-2;-1;-1;2;9640;0;0;2804;403;253;0;0;2804;403;0;3144;
5753;140000;1;3;1;56;0;0;0;0;0;0;7272;7906;8717;9046;9369;10165;1299;1500;1000;1000;1500;1000;
5754;330000;2;2;2;30;-2;-2;-2;-2;-2;-2;0;0;0;0;0;0;0;0;0;0;0;0;
5762;300000;2;1;1;39;1;2;-1;-1;-1;-1;6077;5806;2994;5338;4714;2362;29;3009;5364;4714;2362;4;
5773;20000;2;1;2;22;-2;-2;-2;-2;-2;-1;-9;-9;904;304;0;302;0;913;304;0;302;7676;
5786;60000;1;2;2;26;2;2;2;2;0;0;61103;61380;62158;120142;60428;58192;3000;2746;0;2297;1875;1158;
5790;300000;1;1;2;29;-2;-2;-1;-1;-1;-2;0;0;150;3550;0;0;0;150;3550;0;0;0;
5794;50000;1;2;1;48;1;2;2;2;2;0;17613;18334;17742;19273;18826;19213;1298;0;1829;0;849;822;
5802;240000;2;1;2;29;-1;0;0;0;0;0;30380;15579;20496;15296;24332;23896;10023;10000;5000;15000;15000;5000;
5803;20000;1;1;2;26;0;-1;-1;-1;-1;-1;1490;3150;10464;0;1690;18156;3150;10464;0;1690;18156;19800;
5805;140000;2;2;1;28;0;0;0;0;0;0;99296;89391;79173;43370;28850;17896;3205;2894;2000;1500;1000;2000;
5816;30000;2;1;1;24;-1;-1;-1;-1;-1;-1;9280;2643;3415;2250;2486;844;2643;3415;2250;2486;844;0;
5818;140000;2;1;2;25;3;2;0;0;0;0;21593;14021;10084;89223;58280;44593;0;2000;83000;3000;32000;2000;
5823;150000;2;1;2;28;0;0;0;0;0;-2;147933;111608;91705;32907;0;0;3202;20088;700;0;0;0;
5825;50000;2;3;1;70;2;2;0;0;0;0;54084;51564;50733;30363;30444;30482;0;2504;1200;1500;1100;1301;
5826;50000;1;3;1;50;2;0;0;0;0;0;48607;49540;49583;19695;20004;19904;2100;1500;1000;1000;1000;700;
5834;30000;2;2;1;26;1;2;2;0;0;2;27330;28090;28827;27299;29110;28492;1500;1517;1000;2255;0;1988;
5841;110000;2;2;2;26;0;0;0;0;0;0;65800;67251;70065;72017;77943;79694;2510;4000;3000;7000;3100;1377;
5842;370000;1;1;2;30;0;-1;-1;0;0;0;6592;3563;184429;180508;178220;72656;4000;192718;5000;5000;3000;2000;
5846;60000;2;2;1;59;4;4;5;4;3;2;56998;59111;59595;58079;56892;55826;3601;2000;0;0;0;4000;
5847;90000;2;1;1;43;0;0;0;0;2;2;58043;61485;62540;81123;80073;82472;5003;5000;20000;10;10104;87;
5848;120000;2;1;1;30;1;-2;-2;-2;-2;-1;0;0;0;0;0;150;0;0;0;0;150;200;
5849;110000;1;1;2;30;0;0;0;0;0;0;110800;112008;96347;49506;49142;49251;4404;2826;1880;1805;2182;2000;
5852;130000;1;2;2;29;0;0;0;0;0;0;62530;62562;62650;63896;65411;64684;2272;2230;2243;2500;3000;4000;
5857;180000;2;1;2;31;-1;-1;-1;-1;-1;-1;3920;1020;0;860;13335;15248;1020;0;860;13335;15248;17676;
5859;50000;1;1;2;46;0;0;-2;-2;-2;-2;51400;0;0;0;0;0;0;0;0;0;0;0;
5861;250000;2;2;2;40;-1;-1;-1;-1;0;0;2348;329;-1404;3596;8596;8941;329;5000;5000;5000;4000;3000;
5878;280000;2;1;2;27;-2;-2;-2;-2;-2;-2;-5;-5;-5;8164;0;1133;0;0;8169;0;231133;3300;
5888;230000;2;1;2;43;0;0;0;0;0;0;39677;39261;38228;36542;35989;34347;5000;5000;3000;3459;4000;5000;
5891;510000;2;1;2;36;0;0;0;0;0;0;234900;214522;217620;218692;191069;195124;9975;8200;7268;7000;7177;7200;
5897;230000;2;3;2;36;0;0;0;0;0;0;13809;13533;13200;15789;14242;15251;1533;1200;2789;1242;1251;1272;
5899;500000;2;1;2;30;-2;-2;-1;-1;-2;-2;1078;5543;500;617;617;617;5562;810;617;0;0;28572;
5902;140000;2;2;2;27;1;2;2;3;2;2;118013;123630;128308;125776;123659;131290;9044;8200;1000;0;9874;0;
5903;50000;1;1;2;30;0;0;0;0;2;2;29994;30756;23618;26009;24731;46882;2000;1300;3000;0;25000;0;
5907;50000;2;2;1;46;0;0;0;0;0;0;49859;49160;49222;29291;29391;29826;2438;2200;1187;1213;1073;1066;
5919;180000;2;3;2;33;1;-1;2;-1;-1;-2;0;199;199;580;0;0;199;0;580;0;0;0;
5921;200000;2;1;2;30;-1;-1;-1;-1;-1;-1;105;271;588;111;305;432;271;588;111;305;432;0;
5923;80000;1;1;2;29;-1;0;0;0;0;0;17562;17709;15631;13402;13197;11624;3015;2008;1009;2005;507;2607;
5926;290000;2;2;1;53;-1;-1;-1;-1;-1;-1;1538;199;1440;1017;3798;4898;199;1440;1017;3798;4898;5034;
5933;130000;2;1;2;29;0;0;3;3;2;0;106271;119728;121140;117767;115640;116062;15107;5000;0;0;4200;5000;
5940;80000;2;3;2;32;1;-1;-1;-1;0;0;-137;41873;11047;9258;3100;814;42010;11047;9300;0;0;4032;
5950;80000;2;2;1;36;0;0;0;0;0;0;69760;60445;50857;39813;40248;40935;2500;2061;1413;1460;1751;1958;
5953;290000;2;1;1;41;-1;-1;-1;-1;-2;-1;11200;0;970;0;0;2184;0;970;0;0;2184;1140;
5959;350000;1;1;1;55;-1;-1;-1;-1;-1;-1;5961;6318;1485;788;15015;666;6326;1485;788;15015;666;0;
5962;180000;2;2;1;29;0;0;0;0;0;0;26000;26310;26662;26166;26176;25442;1800;1500;1056;950;1000;1050;
5964;220000;2;1;1;32;1;2;0;0;2;2;17325;16758;18474;20667;20195;21854;0;2000;2500;0;2000;0;
5968;200000;1;1;2;27;0;0;-1;-1;-1;-1;58725;76287;22869;30268;54466;37127;30229;22946;30684;54589;37208;55031;
5978;100000;2;3;2;28;2;0;0;0;0;0;99627;101079;69971;60824;60969;59650;3796;3041;2500;2600;2171;2600;
5981;90000;2;5;2;23;0;0;0;0;0;0;83176;74918;75422;29364;9571;9665;3504;2942;979;191;193;14210;
5984;80000;1;1;2;27;0;0;0;0;0;0;72565;63342;51529;41484;34097;29200;10000;4000;2000;3000;2500;0;
5989;280000;1;1;1;28;1;2;0;0;0;2;285249;276229;277026;280771;270992;111885;5;10031;10021;7111;34;171574;
6007;120000;2;1;2;30;-1;-1;-1;-1;-1;-1;416;416;416;0;832;416;416;416;0;832;416;416;
6013;360000;2;3;1;47;-2;-2;-2;-2;-2;-2;1458;-4;3994;0;0;7429;0;3998;0;0;7429;490;
6021;100000;2;1;2;25;-2;-2;-2;-2;-2;-2;0;0;0;0;0;0;0;0;0;0;0;0;
6022;300000;2;3;1;39;-1;-1;-2;-2;-2;-2;1117;0;0;0;0;0;0;0;0;0;0;0;
6024;70000;2;3;1;71;0;0;0;2;0;0;64670;66197;70867;54425;55555;48530;3166;6550;0;2033;1915;1708;
6034;350000;2;2;1;35;-2;-2;-1;-1;-2;-2;83379;26305;26858;40098;10855;-2;26436;26921;40098;10855;2;0;
6040;160000;2;2;1;49;0;0;0;0;0;0;76445;78013;19007;19392;19928;20445;4000;3000;1000;1000;1000;1000;
6044;130000;1;2;1;38;-1;-1;-1;-1;-1;-1;780;0;11440;3752;1824;390;0;11440;3752;1824;390;390;
6045;500000;1;1;1;55;2;2;2;2;2;2;4957;4957;4957;4957;4957;4957;0;0;0;0;0;0;
6053;50000;1;2;1;55;1;2;0;0;-1;-1;44306;43321;43454;44254;2150;1689;0;1200;1000;2150;1689;0;
6060;350000;2;1;1;36;0;0;0;0;0;0;352032;353903;351888;351175;352835;354265;13068;14412;12947;13016;12823;12915;
6066;20000;2;3;1;56;2;0;0;0;0;0;12864;14150;15334;16222;17598;9950;1500;1500;1000;1500;1500;1500;
6077;120000;1;2;2;68;2;2;0;0;0;0;125406;123819;122209;122047;122019;130079;4400;4436;4370;4440;12600;4500;
6083;50000;2;2;1;41;1;2;2;2;2;0;15910;15370;16490;16962;15446;14739;0;1700;1002;2;684;442;
6084;80000;2;2;2;64;2;2;0;0;0;0;74037;71892;70762;71296;72832;74138;390;4000;2671;4000;2670;2923;
6085;10000;1;1;2;23;2;2;3;3;3;3;1050;1050;1050;1050;1050;1050;0;0;0;0;0;0;
6101;200000;1;1;1;31;-1;0;0;0;0;0;58008;72062;72912;80819;84186;83710;20000;20000;10000;20000;10000;10000;
6104;60000;2;3;2;51;0;0;0;0;0;0;56793;57455;59295;19212;19232;19218;2342;3057;700;700;682;700;
6109;120000;1;1;1;35;1;2;2;2;2;2;114127;117131;114496;120538;115975;116937;7000;1500;9975;0;8000;0;
6127;490000;1;1;1;29;-1;-1;-1;-1;0;-1;115;109;1375;230;115;113;109;1381;230;0;113;0;
6131;480000;1;1;1;47;0;0;0;0;0;0;69046;70490;71931;73362;74897;76461;2548;2602;2618;2709;2800;6098;
6144;470000;1;1;2;35;0;0;0;0;0;0;393780;371511;318025;248281;254175;256613;15107;13111;10000;10014;9598;10044;
6148;220000;1;2;2;39;-1;-1;0;0;0;0;3553;15696;17257;21624;26246;30781;15696;5000;5000;5000;5000;5000;
6152;50000;1;3;2;48;0;0;0;0;0;-1;79681;79989;76394;24873;-2132;28561;3200;2581;1200;2070;31500;1200;
6155;30000;2;1;2;34;1;2;2;2;2;2;24022;24744;24053;25624;25977;25413;1396;0;1967;903;0;1100;
6160;330000;2;2;2;40;2;2;0;0;0;0;131096;127564;130167;132754;135691;139646;0;4725;4752;5077;6366;8550;
6163;50000;1;3;1;49;0;0;0;0;0;-1;40281;9630;10614;10478;10490;390;1173;1157;411;608;690;780;
6167;30000;2;2;1;27;0;0;2;2;0;0;10011;12830;13225;12718;12829;13083;3000;901;0;465;467;485;
6172;50000;2;2;1;48;0;-1;-1;0;-1;-1;5994;1478;2946;1473;1473;1473;1478;4419;0;1473;1473;1473;
6184;430000;2;2;2;27;-2;-2;-2;-2;-2;-2;263;263;4119;4390;20952;15562;1764;4120;535;20990;2506;500;
6187;200000;1;1;2;33;-2;-2;-2;-2;-2;-2;-18;-18;-18;-18;-18;-18;0;0;0;0;0;0;
6188;150000;2;2;1;28;0;0;0;0;0;0;19946;18646;13086;13086;3555;0;2000;1500;1500;1000;0;0;
6190;300000;1;1;2;31;0;0;-1;0;-1;-1;16772;943;38450;29925;33769;21020;934;38500;29700;33769;21020;5418;
6197;20000;2;1;2;30;1;2;2;-1;0;-1;11730;7221;0;3041;3041;1326;1712;0;3041;0;1326;0;
6203;210000;2;2;1;39;-1;-1;-1;-1;-2;-1;44100;0;28428;0;0;12000;0;28428;0;0;12000;33664;
6205;50000;1;1;1;56;-1;0;0;0;0;0;5433;12906;7044;6787;6534;6277;1117;1098;231;234;238;175;
6207;170000;1;1;1;45;-1;-1;-1;-1;-1;-1;3479;570;0;1546;4981;4769;570;0;1546;4981;4769;6452;
6223;50000;2;2;2;32;0;0;0;0;0;0;36211;28530;20084;18088;18476;20168;1709;2004;7497;671;2000;6100;
6232;500000;2;1;2;28;0;0;0;0;0;0;58076;59534;51006;44360;34229;37880;2001;6620;6015;10001;4137;5000;
6255;60000;2;2;2;27;0;0;0;0;2;0;12193;13983;15746;17486;17067;17255;2000;2000;2000;0;620;1710;
6260;80000;1;2;2;32;1;2;0;0;0;-2;82212;79682;28242;21400;0;0;7;1200;1408;0;0;0;
6261;80000;1;1;2;26;0;0;0;0;0;0;74487;76126;69856;48816;48476;48448;7576;3000;1800;1800;2000;2000;
6271;50000;2;1;1;55;0;0;0;0;0;0;25043;26411;27451;19431;19837;20232;1775;1815;695;719;724;750;
6285;150000;2;1;2;32;0;0;0;0;0;0;30697;40139;49410;58549;67560;86315;10000;10000;10000;10000;20000;1718;
6296;340000;2;2;2;32;0;0;0;0;0;0;169246;100967;102819;105477;107454;110419;6000;4500;5000;4000;5000;4000;
6301;30000;2;2;2;24;1;2;2;2;2;2;7134;7872;9528;9725;9427;10118;1000;1800;500;0;1000;0;
6305;180000;1;2;2;36;-1;-1;-1;-1;0;-1;100;100;109;1863;1763;591;100;109;3626;0;907;1208;
6306;30000;2;1;2;43;1;2;2;2;0;0;17775;18688;21488;20847;21162;21809;1500;3433;0;800;1000;1000;
6308;150000;1;1;1;49;-2;-2;-2;-2;-2;-2;15472;14860;19601;13262;14329;34193;14877;19608;13280;14329;34193;7880;
6312;500000;1;1;1;52;1;-1;-1;-1;-1;-1;-5;43528;104315;71776;60753;0;43533;104406;71776;60753;0;8200;
6315;140000;1;1;2;28;0;0;0;0;0;0;132880;133904;134552;135151;136327;136647;6400;7000;5000;5200;5100;5000;
6318;210000;1;2;1;35;0;0;0;0;0;0;128595;131627;136428;54058;55398;56698;4606;6815;1800;2000;2000;2000;
6330;140000;2;1;2;31;0;0;0;0;0;0;71066;55271;50706;48847;47437;42576;2042;1958;1501;1619;1514;1553;
6334;220000;2;2;1;44;0;0;0;0;0;2;136838;142250;149864;155828;178160;175140;10000;10000;10000;25000;0;20000;
6335;70000;2;2;1;33;2;2;2;2;3;2;63963;65350;66279;70580;69180;70392;3000;2600;6000;0;2500;1165;
6345;190000;2;2;2;27;2;2;2;0;0;0;4686;5459;6214;7104;8973;10809;1000;1000;1000;2000;2000;2000;
6347;80000;2;2;1;31;-1;-1;-1;-1;-1;0;390;390;390;390;780;390;390;390;390;780;0;0;
6348;260000;2;2;2;31;-1;3;2;2;2;0;82274;80426;78536;94069;92447;95925;0;0;17000;0;5015;4293;
6353;50000;1;1;2;33;2;4;3;2;0;0;24947;24529;23840;22790;23001;24557;249;0;0;1500;2100;0;
6359;310000;1;1;1;48;0;0;-1;-1;-1;2;29662;5384;4488;2630;150;335;1536;4510;2652;150;185;0;
6363;20000;1;3;2;32;1;2;0;0;0;0;19844;19238;20205;19588;20037;19880;0;1302;685;748;697;690;
6371;120000;1;2;2;31;3;3;2;2;-2;-2;113722;110525;103632;-36;-18;-18;0;0;0;0;0;0;
6392;330000;2;2;1;47;1;-2;-2;-1;-1;-1;0;0;0;3155;4550;1264;0;0;3155;4550;1264;813;
6399;50000;1;1;2;24;-1;-1;-1;-1;-1;-1;236;4324;1861;0;1780;2581;4324;1861;0;1780;2581;2140;
6410;80000;1;2;2;48;0;0;0;0;0;0;74658;72885;47663;48350;47208;46292;2500;2000;2000;2000;2000;2000;
6424;180000;1;1;2;28;0;0;0;0;0;-1;9853;18399;29973;42347;-53;10653;10732;22119;17012;0;10706;9659;
6428;100000;2;2;2;23;0;0;0;0;0;0;8002;7954;9777;10026;9657;9279;2000;2000;1000;504;1000;2000;
6437;50000;1;2;2;26;-1;0;0;0;0;0;49713;50581;46567;27211;28274;29005;2000;2000;1000;1500;1500;2000;
6445;120000;2;2;2;48;0;0;0;0;0;-1;116183;116394;113245;48888;40241;49923;5078;2657;978;805;52169;1600;
6447;260000;2;5;1;46;-1;-1;-1;-1;-1;-2;9507;4405;0;2776;0;0;4405;0;2776;0;0;0;
6455;180000;2;2;1;25;0;0;0;0;0;0;134733;120775;112784;114794;105248;107130;9148;4030;4211;3798;4000;4327;
6462;150000;1;2;1;45;-2;-2;-2;-2;-2;-2;390;390;390;390;285;-105;390;390;390;285;0;1668;
6464;160000;2;2;2;34;-1;-1;-1;-1;-1;-1;18958;11842;7918;13780;12297;12752;24000;8000;13780;12300;12752;6000;
6470;200000;1;1;2;34;-1;-1;-1;-1;-1;-2;959;451;-1;605;-5;-5;452;0;606;0;0;0;
6476;360000;1;2;1;49;1;-2;-2;-2;-2;-2;0;0;0;0;0;0;0;0;0;0;0;0;
6483;190000;1;2;2;26;0;0;0;0;0;0;155260;136185;139013;140035;146365;148961;7416;6900;5100;10000;5500;6700;
6484;170000;2;2;1;46;-1;-1;-1;-2;-1;-1;2741;1848;0;0;1542;3498;1848;0;0;1542;3498;8095;
6485;210000;2;4;2;25;0;0;0;0;-2;-2;179248;21612;5259;-243;-243;-243;3151;2000;0;0;0;0;
6486;50000;1;3;2;25;0;0;0;0;2;2;46277;47713;44006;29737;30615;29975;2500;2300;2500;1500;0;1000;
6493;30000;2;2;1;40;2;2;3;3;2;2;27975;29906;30604;29834;29936;29862;2700;1500;0;1100;1000;0;
6495;180000;2;2;2;35;-2;-2;-2;-2;-2;-2;-117;2573;-77;-77;1823;227;2690;0;0;1900;230;0;
6499;200000;2;2;2;32;-2;-2;-2;-1;0;0;940;174;1684;1581;2381;2381;174;1689;1581;800;0;0;
6501;10000;1;3;1;47;0;0;2;0;0;2;6817;9119;8826;8849;9567;9265;2588;0;318;862;0;502;
6507;50000;1;2;2;52;1;2;0;0;0;2;5893;5653;6747;7859;7464;7199;0;1200;1200;1200;0;1200;
6508;230000;2;2;2;24;-1;-1;-2;-1;0;-1;2360;0;0;4135;814;2294;0;0;4135;0;2294;7368;
6514;140000;2;1;1;41;-1;2;-1;-1;0;-1;780;390;390;780;390;390;0;390;780;0;390;390;
6527;20000;2;1;2;24;-1;2;-1;0;0;-1;632;316;948;632;316;1096;0;948;0;0;1096;0;
6536;180000;2;2;1;26;0;0;0;0;0;0;3679;4711;3996;6007;3260;0;1105;1000;2011;503;0;0;
6546;200000;2;2;1;60;-1;-1;-1;-1;-1;-1;396;396;461;396;546;396;396;461;396;546;396;396;
6549;20000;2;1;2;46;0;0;0;0;0;0;12146;7698;6005;6411;3125;3164;1273;1039;1000;123;101;48;
6552;260000;2;2;2;27;0;0;0;0;0;-1;19713;22378;24836;32816;42816;8938;3000;3000;10000;10000;8938;2000;
6555;180000;1;1;2;28;-2;-2;-2;-2;-2;-1;-124;0;0;0;225;35173;1004;0;0;225;24815;10250;
6574;130000;2;2;1;33;0;-1;0;0;-1;-1;9768;8480;2420;0;682;0;8486;1001;0;682;0;0;
6581;20000;1;1;2;25;0;0;0;0;0;0;20052;5328;18428;19709;19833;19376;1500;15000;2000;1000;900;1000;
6582;240000;1;3;1;40;2;3;3;2;2;2;213732;217347;217329;211132;219202;223434;8500;5000;0;16000;8000;0;
6587;360000;1;3;1;42;-1;-1;-1;0;-1;-1;25988;1815;22648;19433;16708;24047;1815;22674;95;16790;24283;17387;
6588;280000;2;6;3;38;0;0;0;-1;-1;-1;286469;293875;296257;232;-94;143864;8024;8034;232;94;145935;5000;
6590;420000;2;1;1;34;-1;0;0;-1;0;-1;440;1479;2940;3160;4160;883;1039;1500;3160;1000;883;28000;
6591;400000;2;2;1;42;-2;-2;-1;0;0;0;0;641;1290;1319;694;697;641;1290;29;0;3;703;
6593;500000;1;1;1;45;-2;-2;-2;-2;-2;-2;186610;130751;43890;38759;46834;28408;261524;43919;38787;46834;28408;63001;
6594;50000;1;2;2;56;0;0;0;0;0;0;48025;49128;49348;44932;19559;18859;1884;1997;1943;693;683;680;
6604;200000;2;2;1;40;0;0;0;0;0;0;22065;23382;21522;8815;4280;0;2000;1128;4280;0;0;0;
6606;100000;1;1;1;43;0;0;0;0;0;0;43970;45756;46680;47926;49028;49561;2500;2000;2000;2001;2014;1605;
6616;60000;1;3;2;34;-1;-1;-1;-1;-1;-1;326;326;326;326;476;326;326;326;326;476;326;326;
6632;150000;1;1;2;29;-2;-2;-2;-2;-2;-2;4583;6917;831;6469;5138;7810;6989;833;6488;5153;7833;7130;
6635;10000;2;2;2;37;-1;0;0;0;0;-1;7841;7400;6770;5163;3575;390;1157;1000;103;72;400;0;
6639;180000;2;3;2;27;1;-2;-2;-1;-1;-2;0;0;0;8081;0;0;0;0;8081;0;0;0;
6645;50000;2;2;2;56;0;0;0;0;0;0;47060;48481;49505;17612;19461;18660;2180;2204;656;2159;678;851;
6653;530000;2;3;1;50;0;0;0;0;0;0;219884;223526;206593;275847;163157;164838;10000;10000;10000;7000;7000;5000;
6654;80000;2;2;2;40;0;0;0;0;0;0;46982;38738;31923;25885;20195;19494;1728;1411;1009;605;2012;209;
6657;270000;2;3;2;30;1;-1;-1;-1;-1;-1;0;2900;2000;2000;0;4759;2900;2000;2000;0;4759;0;
6660;10000;1;2;2;44;1;2;2;0;0;0;6898;7642;5381;3791;3791;0;1019;0;0;0;0;0;
6668;50000;1;2;2;39;1;2;2;2;2;2;39966;37584;38423;37212;39319;36082;0;3000;0;3007;7;3119;
6671;320000;1;1;2;26;-1;0;0;0;0;-2;111710;12484;13917;12125;0;0;1267;1700;243;0;0;220000;
6675;240000;1;1;2;34;-1;-1;-1;-1;-1;-1;21027;27568;9166;6855;8089;9052;27994;9212;6949;8134;10043;28012;
6684;10000;1;1;1;38;-1;-1;2;0;0;2;4711;9617;9307;9665;10470;10169;5000;0;500;1100;0;1000;
6688;260000;1;2;1;42;3;3;2;2;0;0;215521;210695;213758;208821;213083;217340;0;8000;0;7800;7800;8300;
6693;20000;1;2;2;26;1;-1;-1;0;0;0;0;132;10067;10144;10400;0;132;10200;540;600;1000;0;
6698;60000;1;3;2;27;0;0;0;0;0;0;37170;36918;10163;10692;15307;19838;2000;3000;1000;5000;5000;1000;
6711;80000;1;3;2;25;0;0;0;-1;0;0;78230;76277;36232;30200;30326;30290;2289;1005;31063;1094;1109;1013;
6714;570000;1;1;2;31;0;0;0;0;0;-1;26775;28753;48474;42377;41302;1666;15004;25000;1302;1000;1666;3778;
6715;170000;1;1;1;45;2;-1;-1;-1;-1;-1;360;360;360;360;360;870;360;360;360;360;870;0;
6720;300000;2;2;2;26;0;-1;-1;-1;0;0;11342;9670;2615;10170;7200;7200;9670;2615;10170;0;0;908;
6722;140000;1;2;2;55;0;0;0;0;0;0;162452;164055;141301;99115;101597;101290;5000;140000;4000;4000;4000;4000;
6732;80000;1;1;1;60;0;0;0;0;-2;-2;53315;47740;50100;0;0;0;3300;6267;0;0;0;4189;
6744;50000;2;2;1;41;0;0;0;0;0;0;46965;42713;33812;20483;19409;19318;1650;1317;698;693;1000;545;
6746;310000;2;2;2;26;0;0;0;0;0;0;40604;42926;44209;45472;46739;47895;3000;2000;2000;2000;2000;1000;
6747;50000;1;1;2;34;0;0;0;0;0;-2;43796;44423;29980;30000;0;0;2100;1200;1000;0;0;0;
6764;190000;2;3;1;41;-1;-1;-1;-1;-1;-1;2665;-35;3527;3869;4468;-12;0;3562;3869;4468;12;4550;
6768;340000;1;2;1;31;0;0;0;0;0;0;63098;64417;65752;69639;80057;83713;2338;2406;5000;11610;5000;2971;
6775;200000;1;2;1;42;-1;-1;-1;-1;-2;-2;748;49007;11095;0;0;0;49007;11095;0;0;0;53025;
6791;260000;1;2;1;35;-2;-1;-1;-1;-2;-2;-48;4001;5975;0;0;0;4261;6000;0;0;0;0;
6794;310000;2;2;1;29;0;0;0;0;0;0;182202;162547;140911;111881;78759;78877;5118;3758;3901;2206;3089;3023;
6799;120000;2;1;2;32;0;0;0;0;0;0;81878;83429;77262;78783;75252;77090;3014;5000;5000;2726;4000;3000;
6802;380000;1;1;1;53;-2;-2;-2;-2;-2;-2;360;360;360;720;360;360;360;360;720;0;360;360;
6803;180000;2;1;2;30;0;0;0;0;0;0;173094;131039;132269;144990;152632;155935;7000;4900;15000;10000;6000;6500;
6811;10000;1;1;2;30;0;0;0;0;0;0;7930;7718;8518;8950;9795;3274;1200;1000;1000;1000;59;0;
6816;300000;1;1;1;54;0;0;-2;-2;-2;-2;234589;0;0;0;0;0;0;0;0;0;0;0;
6825;30000;2;1;2;23;0;0;0;0;0;0;29292;28809;30005;30452;29197;29381;1804;2000;1200;1600;1211;1165;
6829;20000;1;2;2;26;1;5;4;3;2;0;13242;12762;12276;11790;11460;14090;0;0;0;0;3000;5000;
6839;80000;2;2;2;42;2;2;2;2;2;2;73981;76489;77611;78683;80315;81887;9625;3000;2900;3000;3000;0;
6854;290000;1;3;2;34;0;0;0;0;0;0;5451;6230;140802;143354;146225;148820;1200;135000;5200;5500;5500;5400;
6860;100000;1;1;2;32;0;0;0;0;0;0;26127;26608;24689;25699;26809;25836;2000;2000;1700;1500;1500;1700;
6875;10000;1;1;2;22;0;0;-1;-1;-1;-1;2946;0;390;390;390;0;0;390;390;390;0;780;
6879;100000;1;2;1;52;0;0;0;0;0;0;64358;64956;66816;36448;37481;37684;2416;3000;1500;2000;1360;1500;
6886;260000;2;1;2;33;0;0;0;0;0;0;6818;8040;11736;10190;18122;0;1340;4036;204;8122;0;200;
6889;80000;1;2;2;23;0;-1;2;-1;-1;-2;25992;904;68;232;-604;-440;1000;0;1000;0;1000;0;
6890;260000;1;1;2;29;-1;-1;-1;-1;-1;-1;7168;4495;4032;2104;2650;3472;4497;4035;2111;2653;4054;5014;
6901;230000;2;2;2;31;-1;-1;-1;-1;0;0;5070;4317;1421;10452;5978;62292;4317;1421;10452;700;57229;2500;
6922;280000;2;1;2;29;-1;-1;-1;-1;-1;-1;2187;1461;53603;976;20825;1159;1469;53871;981;20929;1164;0;
6928;130000;2;2;1;26;0;0;0;0;0;0;24579;23741;11666;11806;11081;11396;1187;1500;616;500;500;485;
6929;140000;2;1;2;31;0;0;0;0;0;0;112936;117021;107837;96546;95489;97347;6000;5000;3400;3617;3600;3700;
6930;20000;1;3;2;39;2;0;0;0;0;0;18243;17557;19880;19471;16211;14365;1677;3000;590;687;524;235;
6937;370000;1;1;2;28;0;0;0;0;0;-1;87313;90345;37554;7628;1026;1422;5000;6000;2000;1000;1422;3600;
6943;20000;1;2;2;27;1;-2;-2;-2;-2;-2;0;0;0;0;0;0;0;0;0;0;0;0;
6944;500000;1;2;2;33;0;0;0;0;0;0;3311;4254;2234;5404;2375;10078;4019;2019;5025;2011;10046;3017;
6956;640000;2;1;1;50;-2;-2;-2;-2;-2;-2;6482;8853;22238;9877;10110;23910;8853;22243;9877;10110;24616;5952;
6958;120000;2;2;2;24;2;0;0;0;0;0;67714;51385;35160;13425;8517;6174;2102;1021;274;3001;1004;4005;
6960;260000;2;1;2;32;0;0;0;0;-1;-1;8161;10086;12985;0;560;0;2000;3000;0;560;0;0;
6963;50000;1;1;2;38;-1;-1;-1;-1;-1;-1;390;770;580;1380;0;390;770;590;1400;0;390;390;
6965;320000;2;1;1;41;-2;-2;-2;-2;-2;-2;56093;0;0;0;12974;0;0;0;0;12974;0;5616;
6966;50000;2;3;2;23;0;0;0;0;0;0;49385;49527;29550;29894;30125;30192;1500;1467;1201;1236;1103;1042;
